持股人,公司,分数
158,29,-2.0838294
102,42,-4.680983
23,73,-2.8227253
57,67,-3.1821868
115,50,-0.4281664
118,82,-3.0124724
74,16,-6.047923
70,75,-3.1821887
137,57,-3.1821868
82,29,-2.0838366
134,25,-3.1821873
11,21,-3.1821828
37,54,-46.746178
98,69,-3.1821868
3,10,-78.55549
137,90,0.058073297
141,31,-4.773299
54,3,-5.595378
86,87,-3.1821914
90,56,-3.1821847
154,28,-3.8278751
11,59,-1.8580519
42,21,-3.1821826
11,87,-3.1821854
90,61,-11.964682
142,57,-3.1821887
19,72,2.2938128
111,49,-8.561958
45,86,-12.006964
70,15,-6.457614
66,74,-58.243816
83,23,-3.9590547
154,75,-3.1821868
162,60,-1.4212608
20,28,-3.8278735
50,2,-124.97336
28,13,-5.241819
123,50,-0.4281664
78,75,-3.1821868
155,50,-0.4281664
138,56,-3.1821868
96,3,-5.595378
163,35,-14.501807
30,40,-6.641172
34,9,-56.206448
91,83,-1.3505545
99,68,-3.332611
4,9,-56.206444
120,56,-3.1821868
55,2,-124.97337
79,22,-3.1821914
75,81,-3.1821887
150,74,-58.243824
34,47,-3.8814697
31,15,-6.457612
79,55,-3.1821887
16,27,-4.471129
12,86,-12.006966
108,4,-3.311877
134,83,-1.3505505
163,82,-3.0124683
34,80,-2.5611286
29,35,-14.501803
84,22,-3.1821895
87,82,-3.0124664
151,54,-46.74618
147,63,-1.7138803
39,47,-3.8814697
43,16,-6.047925
143,52,-29.678368
51,1,-2.3385499
108,75,-3.1821828
64,9,-56.20645
127,50,-0.42816448
159,81,-3.1821868
100,62,5.0220156
96,23,-3.9590507
131,24,-3.1821892
160,23,-3.9590487
21,65,-6.9276443
22,2,-124.9734
25,34,-42.035458
117,11,-4.4758544
163,55,-3.1821847
51,48,-34.59207
125,24,-3.1821873
25,67,-3.1821887
72,36,-4.231131
80,21,-3.1821887
80,49,-8.561958
83,81,-3.1821911
76,10,-78.55549
35,46,-5.037112
135,82,-3.0124683
96,89,-3.086322
139,51,-1.8036166
31,35,-14.501807
52,23,-3.9590526
1,35,-14.501798
5,4,-3.3118815
60,8,-2.8735886
117,82,-3.0124664
88,81,-3.1821868
136,57,-3.1821868
31,73,-2.822729
13,53,-3.1821826
10,21,-3.1821866
105,30,-2.0021582
147,83,-1.3505526
113,43,-3.182185
60,55,-3.1821868
68,68,-3.3326163
131,81,-3.1821892
89,28,-3.8278732
127,70,-3.1821868
85,17,-4.519902
44,53,-3.1821866
148,58,-1.5600008
26,33,-18.906677
40,42,-4.680983
48,27,-4.4711246
69,15,-6.457616
157,16,-6.047923
101,29,-2.083836
97,88,-15.562331
101,57,-3.1821887
140,50,-0.42816672
165,29,-2.0838318
22,60,-1.4212583
19,28,-3.827871
56,54,-46.746178
6,3,-5.5953717
122,50,-0.42816225
77,47,-3.8814714
77,75,-3.1821892
81,16,-6.047925
140,88,-15.562337
32,72,2.2938097
33,9,-56.206448
36,41,-3.240295
94,24,-3.1821868
133,45,-4.811959
109,89,-3.086324
136,77,0.16348062
2,30,-2.00216
153,15,-6.457614
78,22,-3.1821895
93,87,-3.182187
128,69,-3.1821892
86,16,-6.047927
89,76,-3.1821868
153,48,-34.592075
15,27,-4.471131
110,36,-4.231129
107,4,-3.3118794
110,64,-1.6859759
44,73,-2.8227272
41,41,-3.2402952
118,49,-8.561958
149,57,-3.1821868
65,61,-11.96468
62,29,-2.0838342
73,74,-58.24382
69,35,-14.501805
66,3,-5.595378
132,76,-3.1821868
90,23,-3.9590485
86,82,-3.0124705
129,44,-3.4851048
158,15,-6.457612
150,4,-3.311877
161,75,-3.1821868
45,48,-34.59207
42,16,-6.0479193
142,52,-29.678368
23,59,-1.8580519
27,28,-3.8278713
119,5,-3.9930825
145,84,-3.1821914
82,15,-6.4576178
158,81,-3.1821826
37,40,-6.6411695
98,55,-3.1821868
95,23,-3.9590485
98,83,-1.3505526
137,76,-3.1821868
24,34,-42.035454
119,43,-3.1821892
162,55,-3.1821887
53,80,-2.5611246
50,48,-34.592068
3,29,-2.0838342
62,2,-124.9734
119,76,-3.1821892
154,42,-4.680983
78,42,-4.680983
75,10,-78.55549
11,73,-2.8227272
141,83,-1.3505545
99,30,-2.00216
19,58,-1.559999
138,51,-1.8036166
33,67,-3.1821868
30,35,-14.501809
115,4,-3.3118794
54,55,-3.1821868
4,4,-3.3118732
70,29,-2.083836
91,22,-3.1821895
0,14,-15.187471
49,79,-3.874304
12,53,-3.1821892
46,47,-3.8814697
50,16,-6.047923
28,27,-4.4711328
107,62,5.022011
107,90,0.05807139
146,83,-1.3505524
62,87,-3.1821876
63,24,-3.1821868
126,37,-6.0924463
71,9,-56.206448
163,21,-3.1821847
0,52,-29.678368
84,17,-4.519902
20,80,-2.561131
103,23,-3.9590485
99,82,-3.0124702
126,70,-3.1821868
28,65,-6.927646
147,58,-1.5599989
42,74,-58.243828
124,11,-4.4758587
24,54,-46.74618
21,22,-3.1821895
58,48,-34.592068
79,36,-4.231129
124,44,-3.4851067
87,21,-3.1821847
71,56,-3.1821866
79,41,-3.240297
79,69,-3.1821887
142,82,-3.0124705
100,29,-2.0838342
100,57,-3.182185
103,89,-3.086322
34,66,-2.0752208
143,19,-2.8794727
55,54,-46.746174
117,6,-3.2746465
51,43,-3.1821887
59,28,-3.8278732
155,9,-56.206448
80,16,-6.047925
151,68,-3.3326147
9,8,-2.8735867
35,41,-3.240297
135,77,0.1634851
20,53,-3.1821892
17,21,-3.1821887
112,30,-2.00216
108,89,-3.0863202
164,76,-3.1821892
1,30,-2.0021544
67,55,-3.1821847
152,15,-6.45761
30,65,-6.927646
131,10,-78.55549
88,48,-34.59207
88,76,-3.1821868
92,17,-4.519902
43,73,-2.8227296
47,42,-4.680981
105,25,-3.1821873
147,78,-2.4012787
60,50,-0.4281664
68,35,-14.501811
131,76,-3.1821892
89,23,-3.9590507
160,75,-3.182185
164,16,-6.047925
104,88,-15.562325
44,48,-34.59207
100,77,0.16348444
29,60,-1.4212583
26,28,-3.827871
60,22,-3.1821895
63,54,-46.746185
118,5,-3.9930806
121,37,-6.0924463
76,62,5.022011
84,75,-3.1821868
31,87,-3.1821892
132,32,-25.207188
13,67,-3.1821826
39,72,2.2938058
40,9,-56.206448
97,55,-3.1821868
97,83,-1.3505526
101,24,-3.1821887
140,17,-4.519904
140,45,-4.8119583
143,77,0.16348062
56,49,-8.561956
5,89,-3.0863242
152,35,-14.5018
14,14,-15.187466
93,16,-6.047923
140,83,-1.3505546
117,36,-4.231124
32,67,-3.1821868
114,4,-3.311877
14,47,-3.8814662
48,41,-3.2402935
109,84,-3.1821914
72,61,-11.964684
69,29,-2.0838342
64,81,-3.182185
61,49,-8.56196
128,31,-4.7733016
165,15,-6.457612
93,82,-3.0124702
22,74,-58.243824
48,79,-3.8743021
149,24,-3.1821868
110,31,-4.773301
149,52,-29.678368
44,68,-3.332611
41,36,-4.2311273
126,5,-3.9930787
65,56,-3.182185
81,30,-2.002162
158,10,-78.5555
10,46,-5.0371084
102,23,-3.9590507
123,11,-4.4758587
60,80,-2.5611305
23,54,-46.746178
57,48,-34.59207
118,63,-1.7138822
153,29,-2.083836
73,88,-15.562335
137,38,-53.41089
82,10,-78.55549
18,73,-2.8227296
166,37,-6.0924463
145,51,-1.8036166
40,67,-3.1821868
37,35,-14.501807
98,50,-0.42816448
2,82,-3.0124683
137,71,-7.9478555
141,12,-3.5667858
53,75,-3.1821847
69,49,-8.561958
86,68,-3.3326147
90,37,-6.092445
154,9,-56.206448
98,22,-3.1821895
11,68,-3.3326092
42,2,-124.9734
90,70,-3.1821847
19,53,-3.1821847
53,47,-3.881468
111,30,-2.0021582
114,90,0.058075406
69,87,-3.1821895
66,55,-3.1821887
70,24,-3.1821887
154,56,-3.1821868
7,1,-2.338548
133,70,-3.1821887
91,17,-4.519902
162,41,-3.240297
162,69,-3.1821887
119,57,-3.1821892
166,10,-78.55549
20,9,-56.206448
27,85,-1.9399134
28,22,-3.1821914
123,31,-4.773301
78,56,-3.1821868
138,37,-6.0924463
99,44,-3.4851062
142,6,-3.2746525
163,16,-6.047923
30,21,-3.1821868
33,81,-3.1821868
107,29,-2.083836
103,18,4.6265726
3,81,-3.1821868
62,54,-46.746185
120,37,-6.0924463
54,74,-58.243816
58,43,-3.182185
79,3,-5.595378
150,55,-3.1821847
34,28,-3.8278713
16,8,-2.8735847
12,67,-3.1821892
107,76,-3.1821868
142,77,0.16348062
34,61,-11.964684
115,89,-3.086324
71,23,-3.9590504
130,25,-3.1821895
0,66,-2.0752168
87,63,-1.7138782
42,88,-15.562326
143,33,-18.906677
50,73,-2.8227296
51,10,-78.55549
108,56,-3.1821828
112,25,-3.1821895
63,81,-3.1821868
127,31,-4.773301
12,7,-0.7467723
8,66,-2.0752208
143,5,-3.9930806
100,43,-3.182185
159,62,5.0220127
30,60,-1.4212627
131,5,-3.9930825
25,15,-6.457616
21,74,-58.24382
104,17,-4.5198984
125,5,-3.9930806
59,42,-4.680983
80,2,-124.973404
80,30,-2.00216
83,62,5.022013
35,27,-4.471131
38,87,-3.1821892
96,70,-3.182185
135,63,-1.7138782
139,32,-25.207188
108,24,-3.1821828
1,16,-6.0479193
4,76,-3.182181
59,80,-2.5611286
63,49,-8.561956
152,29,-2.0838318
88,62,5.0220127
156,3,-5.595378
112,82,-3.0124686
109,50,-0.4281664
13,34,-42.035458
10,2,-124.9734
39,67,-3.1821887
21,47,-3.8814697
68,16,-6.047929
113,24,-3.182185
71,81,-3.1821866
68,49,-8.561962
131,62,5.022012
92,69,-3.1821887
89,37,-6.0924463
131,90,0.05807119
135,31,-4.773299
164,30,-2.002162
48,3,-5.5953736
148,39,-3.1821876
29,74,-58.243828
40,23,-3.9590507
51,68,-3.3326128
68,87,-3.1821938
9,61,-11.964684
39,86,-12.006968
97,69,-3.1821868
101,10,-78.55549
101,38,-53.410892
140,31,-4.7733016
165,10,-78.55549
22,41,-3.2402933
56,35,-14.501805
5,75,-3.1821892
64,48,-34.59207
122,31,-4.7732973
77,28,-3.8278754
77,56,-3.1821892
14,28,-3.827871
80,88,-15.562335
140,69,-3.1821873
101,76,-3.1821887
141,6,-3.2746506
144,38,-53.410892
36,22,-3.18219
32,81,-3.1821868
133,26,-3.1821914
18,2,-124.9734
136,58,-1.5599989
109,70,-3.1821887
6,50,-0.42816034
2,11,-4.475857
152,87,-3.1821854
153,24,-3.1821868
93,68,-3.3326113
89,57,-3.1821868
15,8,-2.8735867
49,2,-124.97339
110,17,-4.5199003
110,45,-4.811959
149,38,-53.410892
118,30,-2.002162
73,55,-3.182185
32,21,-3.1821868
132,57,-3.1821868
90,4,-3.311877
129,25,-3.1821876
161,56,-3.1821868
105,69,-3.1821847
45,29,-2.0838342
23,40,-6.6411695
27,9,-56.206448
61,3,-5.59538
118,77,0.16348062
81,87,-3.1821918
145,37,-6.0924463
102,75,-3.1821868
37,21,-3.1821866
141,26,-3.1821876
98,64,-1.6859721
162,36,-4.231129
61,41,-3.2402987
58,9,-56.20644
106,49,-8.561956
119,52,-29.67837
53,61,-11.964682
61,74,-58.243816
157,55,-3.182185
82,62,5.022015
154,23,-3.9590507
11,54,-46.746178
41,28,-3.8278713
37,87,-3.1821892
138,32,-25.207188
23,8,-2.8735824
19,67,-3.1821847
33,48,-34.59207
114,76,-3.1821847
141,64,-1.6859759
3,76,-3.1821868
70,10,-78.55549
70,43,-3.1821887
33,20,-3.1821868
133,56,-3.1821887
91,3,-5.595378
91,31,-4.773299
94,63,-1.7138822
49,60,-1.4212608
46,28,-3.8278732
49,88,-15.562331
107,71,-7.9478555
28,8,-2.8735886
146,64,-1.6859733
63,5,-3.9930787
70,81,-3.1821887
7,53,-3.1821868
134,31,-4.7732973
91,69,-3.1821868
163,2,-124.97343
163,30,-2.0021582
166,62,5.0220127
126,51,-1.8036166
7,86,-12.006968
103,4,-3.311877
99,63,-1.7138801
142,25,-3.1821914
28,46,-5.0371103
28,74,-58.24382
123,83,-1.3505545
58,29,-2.0838323
79,17,-4.519902
124,25,-3.1821895
34,42,-4.680983
82,82,-3.0124707
79,50,-0.4281664
134,78,-2.4012785
42,27,-4.4711246
142,63,-1.7138803
100,10,-78.55549
100,38,-53.41089
103,70,-3.1821847
38,16,-6.047923
143,0,-3.588053
146,32,-25.207209
59,4,-3.3118794
154,81,-3.1821868
79,88,-15.562331
151,49,-8.56196
95,62,5.0220118
35,22,-3.1821895
20,34,-42.035458
17,2,-124.9734
50,87,-3.1821895
108,70,-3.1821828
112,11,-4.4758587
67,36,-4.231126
130,77,0.16348062
30,46,-5.0371103
30,74,-58.243824
91,89,-3.086324
88,57,-3.1821868
131,19,-2.879473
51,34,-42.035458
163,50,-0.42816415
112,77,0.16348444
43,54,-46.74618
47,23,-3.9590507
29,3,-5.5953755
68,11,-4.4758625
31,21,-3.1821866
131,57,-3.1821892
160,56,-3.182185
13,1,-2.3385437
108,10,-78.55548
104,69,-3.1821828
163,88,-15.562336
39,15,-6.4576178
63,35,-14.5018015
26,9,-56.206448
60,3,-5.595378
121,18,4.62657
121,46,-5.0371103
76,43,-3.1821868
139,84,-3.1821914
84,56,-3.1821868
13,48,-34.592064
39,53,-3.1821887
39,81,-3.1821887
43,22,-3.1821914
5,37,-6.0924478
21,33,-18.906675
97,64,-1.685974
101,5,-3.9930806
116,70,-3.1821892
139,89,-3.086324
140,26,-3.18219
56,30,-2.00216
5,70,-3.1821892
72,4,-3.3118794
156,55,-3.1821868
14,23,-3.9590466
92,88,-15.562335
22,8,-2.8735843
113,76,-3.182185
117,45,-4.8119535
51,54,-46.74619
48,22,-3.182187
109,65,-6.927646
72,42,-4.680983
69,10,-78.5555
117,50,-0.42815998
128,12,-3.5667899
72,75,-3.1821887
9,47,-3.8814697
136,25,-3.1821895
93,63,-1.7138778
164,87,-3.1821918
31,41,-3.2402952
165,24,-3.1821847
22,55,-3.1821847
52,29,-2.083836
48,88,-15.562326
149,33,-18.906677
1,69,-3.1821826
125,77,0.16347808
81,11,-4.4758606
165,62,5.02201
10,27,-4.471129
44,21,-3.1821866
102,4,-3.3118794
6,36,-4.231126
105,64,-1.6859733
144,57,-3.1821892
60,61,-11.964684
57,29,-2.0838342
60,89,-3.086324
118,72,2.2938097
81,49,-8.561958
153,10,-78.55549
36,74,-58.24381
81,82,-3.0124726
18,54,-46.746193
153,43,-3.1821868
145,32,-25.207203
102,70,-3.1821868
40,48,-34.59207
37,16,-6.047925
118,44,-3.4851086
18,87,-3.1821914
61,36,-4.231131
132,71,-7.9478555
90,18,4.6265745
153,81,-3.1821868
98,3,-5.595378
19,34,-42.035458
53,28,-3.827871
111,11,-4.4758587
114,71,-7.9478536
49,17,-4.519902
69,68,-3.3326128
70,5,-3.9930806
133,18,4.62657
129,77,0.16348444
162,17,-4.519902
6,73,-2.8227215
33,15,-6.457616
133,51,-1.8036166
90,89,-3.0863202
27,61,-11.964684
162,50,-0.4281664
106,63,-1.7138782
165,82,-3.0124664
46,23,-3.9590507
28,3,-5.595378
61,88,-15.562333
119,71,-7.947859
78,37,-6.0924463
7,48,-34.59207
141,78,-2.4012787
99,25,-3.1821892
162,88,-15.562335
33,62,5.0220146
107,10,-78.55549
107,38,-53.41089
110,70,-3.1821887
41,47,-3.8814697
149,63,-1.7138803
102,90,0.058075204
3,62,5.0220127
142,20,-3.1821887
62,35,-14.501805
58,24,-3.182185
150,36,-4.2311277
158,49,-8.5619545
15,80,-2.5611305
12,48,-34.59207
42,22,-3.1821852
142,58,-1.5600008
24,2,-124.97339
119,11,-4.4758625
115,70,-3.1821887
74,36,-4.2311273
71,4,-3.311877
130,6,-3.2746506
0,47,-3.881468
87,44,-3.4851043
16,55,-3.182185
98,89,-3.086322
95,57,-3.1821847
166,81,-3.1821868
42,69,-3.1821826
50,54,-46.74617
50,82,-3.0124705
54,23,-3.9590507
112,6,-3.2746506
71,42,-4.680981
11,79,-3.8743021
8,47,-3.8814697
100,24,-3.182185
30,41,-3.240297
67,3,-5.5953755
124,77,0.16348062
59,23,-3.9590526
83,43,-3.1821911
80,11,-4.4758606
155,4,-3.3118794
143,24,-3.1821887
38,68,-3.332611
139,13,-5.241819
20,48,-34.59207
147,26,-3.1821895
42,42,-4.6809793
39,10,-78.5555
4,57,-3.182181
1,25,-3.1821852
59,61,-11.964684
63,30,-2.0021582
155,42,-4.680983
152,10,-78.55548
88,43,-3.1821868
92,12,-3.5667896
20,86,-12.006969
17,54,-46.746185
112,63,-1.7138803
155,75,-3.1821868
13,43,-3.1821826
120,76,-3.1821868
21,28,-3.8278751
113,5,-3.9930787
116,65,-6.9276457
71,62,5.0220118
68,30,-2.002162
71,90,0.058075406
135,12,-3.5667877
92,50,-0.4281664
131,71,-7.947857
164,11,-4.4758606
100,63,-1.7138803
47,75,-3.1821868
29,55,-3.1821828
51,49,-8.561958
164,49,-8.561958
9,42,-4.680983
140,12,-3.566788
101,19,-2.8794708
143,72,2.2938058
164,82,-3.0124726
109,4,-3.3118794
56,16,-6.047923
5,56,-3.1821892
64,29,-2.0838342
122,12,-3.5667858
160,10,-78.55549
80,69,-3.1821887
77,37,-6.0924478
14,9,-56.20644
40,14,-15.187478
144,19,-2.879473
88,82,-3.0124724
25,54,-46.74618
22,22,-3.1821873
36,3,-5.595376
117,31,-4.7732954
140,78,-2.4012809
17,74,-58.24382
44,16,-6.047923
6,31,-4.7732954
72,56,-3.1821887
117,64,-1.6859707
60,56,-3.1821868
153,5,-3.9930787
93,49,-8.561956
97,18,4.626572
48,74,-58.243824
52,43,-3.1821887
1,55,-3.1821826
110,26,-3.1821914
149,19,-2.879469
118,11,-4.4758606
121,71,-7.9478574
52,48,-34.59207
73,36,-4.2311273
32,2,-124.97336
132,38,-53.410896
129,6,-3.2746487
161,37,-6.0924463
10,41,-3.2402952
32,35,-14.501805
26,81,-3.1821847
60,75,-3.1821868
81,68,-3.3326125
85,37,-6.0924463
10,79,-3.8743021
145,18,4.62657
106,25,-3.1821892
148,78,-2.4012787
6,68,-3.3326092
37,2,-124.9734
40,62,5.0220127
98,45,-4.811957
61,22,-3.1821938
106,30,-2.0021582
53,70,-3.1821847
61,55,-3.1821911
65,24,-3.182185
157,36,-4.2311273
82,43,-3.1821892
154,4,-3.3118794
98,17,-4.5199003
41,9,-56.206448
37,68,-3.332613
141,45,-4.811957
22,80,-2.5611284
19,48,-34.592068
114,57,-3.1821847
69,82,-3.0124705
33,29,-2.0838342
90,75,-3.1821847
91,12,-3.5667858
94,44,-3.4851067
19,86,-12.006962
133,37,-6.0924463
133,65,-6.927646
137,6,-3.2746506
166,5,-3.9930787
49,69,-3.1821868
27,80,-2.5611286
70,62,5.022011
7,34,-42.035454
86,36,-4.231129
134,12,-3.5667858
163,11,-4.4758587
15,47,-3.8814697
110,56,-3.1821887
107,24,-3.1821868
166,43,-3.1821868
11,8,-2.8735843
7,67,-3.1821868
41,61,-11.964684
65,81,-3.182185
28,55,-3.1821887
62,49,-8.561956
123,64,-1.6859759
78,89,-3.086322
90,43,-3.1821847
87,11,-4.475857
42,8,-2.8735802
42,36,-4.231124
45,68,-3.3326128
100,19,-2.879469
103,51,-1.8036143
37,88,-15.562332
119,25,-3.1821918
142,44,-3.4851086
142,72,2.2938058
146,13,-5.241817
58,76,-3.182185
154,62,5.0220146
151,30,-2.002162
154,90,0.058075204
95,43,-3.1821847
119,63,-1.7138844
116,31,-4.7733035
20,15,-6.457616
16,74,-58.243816
50,68,-3.3326147
120,5,-3.9930787
67,17,-4.5198984
78,62,5.0220127
75,30,-2.00216
12,2,-124.97338
130,58,-1.5600008
99,50,-0.42816415
96,18,4.626572
138,71,-7.9478536
30,27,-4.4711328
30,55,-3.1821868
33,87,-3.1821895
88,38,-53.410892
91,70,-3.1821868
51,15,-6.457614
131,0,-3.5880551
4,24,-3.182181
47,4,-3.3118794
62,69,-3.182185
31,2,-124.97341
131,38,-53.41089
163,69,-3.1821847
12,73,-2.8227298
46,67,-3.1821868
104,50,-0.42816225
107,82,-3.0124686
108,19,-2.8794668
147,12,-3.5667877
63,16,-6.047921
59,75,-3.1821887
63,44,-3.4851067
121,27,-4.471131
155,56,-3.1821868
0,72,2.2938128
84,37,-6.0924463
21,9,-56.206448
126,90,0.058073297
13,29,-2.0838294
39,34,-42.035458
39,62,5.0220127
43,3,-5.595378
21,14,-15.18747
21,42,-4.680983
116,51,-1.8036189
140,7,-0.7467685
143,39,-3.1821914
5,51,-1.8036189
71,76,-3.1821866
135,26,-3.1821892
92,64,-1.6859759
156,36,-4.2311273
100,49,-8.561958
96,38,-53.41089
21,80,-2.5611286
55,74,-58.24382
113,57,-3.182185
117,26,-3.1821852
51,63,-1.7138822
72,23,-3.9590526
72,51,-1.8036166
80,36,-4.231129
9,28,-3.8278732
35,61,-11.964684
136,6,-3.2746506
93,44,-3.4851038
164,68,-3.3326144
31,22,-3.1821892
109,18,4.62657
165,5,-3.9930768
52,10,-78.5555
48,69,-3.1821845
1,50,-0.4281619
125,58,-1.5600007
80,83,-1.3505545
88,68,-3.3326108
101,71,-7.9478555
144,33,-18.906677
109,56,-3.1821887
10,8,-2.8735843
44,2,-124.97342
105,45,-4.811955
60,42,-4.680983
57,10,-78.55549
60,70,-3.1821868
68,55,-3.1821911
81,58,-1.5600007
152,82,-3.0124664
89,43,-3.1821868
161,4,-3.3118794
81,63,-1.7138844
18,35,-14.501805
97,37,-6.0924463
145,13,-5.241819
26,48,-34.592068
121,57,-3.1821887
36,88,-15.562329
118,25,-3.1821914
61,17,-4.519904
76,82,-3.0124705
32,16,-6.047925
132,52,-29.678368
89,90,0.058075204
153,62,5.0220127
140,37,-6.0924478
97,75,-3.1821868
98,12,-3.5667877
101,44,-3.4851086
53,9,-56.206448
53,37,-6.092445
56,69,-3.182183
114,52,-29.678368
69,77,0.16348253
132,90,0.058073297
14,34,-42.035454
11,2,-124.97338
6,54,-46.746162
32,87,-3.1821895
133,32,-25.207203
109,76,-3.1821887
106,44,-3.4851062
65,10,-78.55549
61,69,-3.1821911
128,51,-1.8036189
85,89,-3.086322
7,29,-2.0838342
41,23,-3.9590507
86,31,-4.773301
23,3,-5.5953755
141,59,-1.8580563
149,44,-3.4851067
106,82,-3.0124683
107,19,-2.8794708
110,51,-1.8036166
44,88,-15.562332
41,56,-3.1821868
149,72,2.2938097
62,16,-6.047923
62,44,-3.4851067
65,76,-3.182185
158,30,-2.0021563
15,61,-11.964684
42,3,-5.5953736
142,39,-3.1821914
23,74,-58.243828
118,83,-1.3505545
115,51,-1.8036166
119,20,-3.1821892
74,17,-4.519902
70,76,-3.1821887
137,58,-1.5600008
95,5,-3.9930768
134,26,-3.1821873
166,57,-3.1821868
11,22,-3.1821854
98,70,-3.1821868
3,11,-4.4758587
95,38,-53.410892
138,0,-3.588051
119,58,-1.5600026
50,35,-14.5018015
50,63,-1.7138822
54,4,-3.3118794
74,83,-1.3505545
11,60,-1.4212583
8,28,-3.8278751
11,88,-15.562325
30,22,-3.1821895
111,50,-0.42816415
70,16,-6.047925
66,75,-3.1821887
124,58,-1.5599989
62,64,-1.6859778
83,24,-3.1821911
79,83,-1.3505545
126,14,-15.187476
154,76,-3.1821868
162,61,-11.964684
91,37,-6.0924463
38,49,-8.561956
0,1,-2.3385458
20,29,-2.0838366
46,62,5.0220146
147,7,-0.7467702
4,38,-53.41088
63,11,-4.4758587
155,23,-3.9590507
155,51,-1.8036166
163,36,-4.231126
134,46,-5.0371084
91,84,-3.1821895
20,67,-3.1821892
21,4,-3.3118794
51,29,-2.083836
99,69,-3.1821866
120,57,-3.1821868
55,3,-5.595378
116,46,-5.037112
150,75,-3.1821847
75,82,-3.0124705
71,71,-7.9478555
34,48,-34.59207
31,16,-6.047923
79,56,-3.1821887
131,52,-29.67837
12,87,-3.1821918
134,84,-3.1821873
163,83,-1.3505524
100,44,-3.4851067
34,81,-3.182185
29,36,-4.231126
55,69,-3.1821868
0,86,-12.006962
87,83,-1.3505505
9,23,-3.9590507
43,17,-4.5199003
101,0,-3.588051
143,53,-3.1821887
164,63,-1.7138824
108,76,-3.1821828
64,10,-78.55549
67,70,-3.1821847
127,51,-1.8036166
84,89,-3.086324
159,82,-3.0124686
144,0,-3.5880513
88,63,-1.7138822
25,35,-14.501809
22,3,-5.5953755
43,88,-15.562331
72,37,-6.0924463
80,50,-0.4281664
60,37,-6.0924463
76,11,-4.4758606
152,77,0.1634851
139,52,-29.678368
93,30,-2.0021582
96,90,0.058073297
31,36,-4.2311277
52,24,-3.1821887
1,36,-4.231126
1,64,-1.6859668
60,9,-56.206448
117,83,-1.3505505
121,52,-29.678368
73,17,-4.519902
76,77,0.16348062
165,57,-3.1821847
31,74,-58.243824
132,19,-2.8794708
13,54,-46.746185
10,22,-3.1821892
140,32,-25.207195
81,44,-3.485109
85,18,4.626574
81,77,0.16347808
10,60,-1.4212583
14,29,-2.0838299
44,54,-46.746193
106,6,-3.2746506
144,90,0.058073096
40,43,-3.1821868
148,59,-1.8580544
61,31,-4.7733016
109,71,-7.9478574
69,16,-6.047925
65,5,-3.9930768
128,46,-5.037114
153,76,-3.1821868
157,17,-4.5199003
157,45,-4.811957
97,89,-3.086322
22,61,-11.964682
19,29,-2.0838318
22,89,-3.0863202
114,38,-53.41089
122,51,-1.8036143
69,63,-1.7138803
81,17,-4.519904
77,76,-3.1821892
133,13,-5.241819
98,36,-4.2311273
36,42,-4.680983
33,10,-78.55549
94,25,-3.1821895
90,84,-3.1821873
133,46,-5.0371103
136,78,-2.4012806
165,77,0.1634851
49,50,-0.4281664
2,31,-4.7732973
153,16,-6.047923
86,17,-4.519902
133,84,-3.1821914
166,24,-3.1821868
15,28,-3.8278751
149,58,-1.5600008
107,5,-3.9930787
110,65,-6.927646
11,17,-4.5198984
41,42,-4.680983
65,62,5.0220127
62,30,-2.00216
66,4,-3.3118794
90,24,-3.1821847
86,83,-1.3505545
129,45,-4.811955
161,76,-3.1821868
150,5,-3.9930768
11,55,-3.1821828
41,80,-2.5611286
42,17,-4.5198984
45,49,-8.561958
142,53,-3.1821887
119,6,-3.2746546
145,85,-1.9399115
70,11,-4.4758606
158,82,-3.0124664
154,71,-7.9478536
137,77,0.16348253
95,24,-3.1821847
98,84,-3.1821895
162,56,-3.1821887
24,35,-14.501805
119,44,-3.485111
116,12,-3.5667899
50,49,-8.56196
54,18,4.626572
3,30,-2.00216
112,1,-2.338548
74,69,-3.1821868
119,77,0.16347426
75,11,-4.4758606
11,74,-58.243828
141,84,-3.1821876
99,31,-4.7732973
95,90,0.058077313
138,52,-29.678368
33,68,-3.3326128
30,36,-4.2311273
12,16,-6.047925
54,56,-3.1821868
51,24,-3.1821887
4,5,-3.993075
150,70,-3.1821847
91,23,-3.9590526
0,15,-6.457612
12,54,-46.74618
16,23,-3.9590487
46,48,-34.59207
104,31,-4.7732935
107,63,-1.7138803
108,0,-3.588047
146,84,-3.1821873
62,88,-15.562335
59,56,-3.1821887
63,25,-3.1821895
126,38,-53.410892
71,10,-78.55549
155,37,-6.0924463
0,53,-3.1821847
84,18,4.62657
20,81,-3.1821892
126,71,-7.9478555
99,83,-1.3505524
147,59,-1.8580544
155,70,-3.1821868
159,11,-4.4758587
42,75,-3.1821826
39,43,-3.1821887
120,71,-7.9478555
24,55,-3.1821868
21,23,-3.9590507
63,63,-1.7138803
124,12,-3.5667877
79,37,-6.0924463
71,57,-3.1821866
79,42,-4.680983
92,45,-4.811959
135,7,-0.7467681
156,17,-4.519902
142,83,-1.3505545
100,30,-2.00216
100,58,-1.5599989
103,90,0.058075406
34,67,-3.182185
21,61,-11.964684
55,55,-3.1821868
117,7,-0.746766
51,44,-3.4851086
59,29,-2.083836
72,32,-25.207207
80,17,-4.519902
151,69,-3.1821887
9,9,-56.20644
35,42,-4.680983
135,78,-2.4012804
