持股人,公司,分数
146,71,-7.9478536
62,75,-3.182185
126,25,-3.1821895
151,4,-3.3118794
129,90,0.058075204
0,40,-6.6411676
84,5,-3.9930806
20,68,-3.3326125
46,73,-2.8227277
87,37,-6.092445
108,25,-3.1821854
28,53,-3.1821887
126,58,-1.5599989
42,62,5.022009
39,30,-2.00216
123,90,0.058073297
147,18,4.626572
147,46,-5.0371103
63,50,-0.4281664
79,24,-3.1821887
159,36,-4.231129
156,4,-3.3118794
8,40,-6.64117
100,17,-4.519902
34,54,-46.746185
58,74,-58.243813
21,48,-34.59207
55,42,-4.680983
59,11,-4.4758606
116,57,-3.1821892
116,85,-1.9399154
124,70,-3.1821868
71,82,-3.0124702
135,32,-25.207197
80,4,-3.3118794
8,87,-3.1821895
38,61,-11.964682
35,29,-2.083836
96,44,-3.4851067
93,12,-3.5667837
29,75,-3.1821828
55,80,-2.5611286
112,18,4.626572
135,65,-6.9276447
139,6,-3.2746525
51,69,-3.1821887
1,18,4.626577
67,43,-3.1821847
88,31,-4.773299
152,3,-5.5953755
96,16,-6.047921
9,62,5.0220127
88,36,-4.2311273
17,47,-3.8814697
109,24,-3.1821887
112,84,-3.1821895
47,2,-124.97339
43,61,-11.964684
67,81,-3.1821847
64,49,-8.561956
68,18,4.626568
126,1,-2.338548
60,38,-53.41089
68,23,-3.9590547
152,50,-0.42816225
131,64,-1.6859785
89,11,-4.4758587
160,63,-1.7138822
164,4,-3.3118815
18,3,-5.595378
47,68,-3.3326128
44,36,-4.2311296
144,72,2.2938066
25,79,-3.874304
26,16,-6.047921
121,25,-3.1821914
148,13,-5.241817
76,50,-0.42816448
161,10,-78.55549
39,60,-1.4212627
140,5,-3.9930806
97,43,-3.1821868
97,71,-7.9478555
101,12,-3.5667877
26,54,-46.74618
122,0,-3.588049
56,9,-56.20645
52,68,-3.3326147
56,37,-6.0924463
5,49,-8.561958
114,20,-3.1821847
76,88,-15.562331
69,45,-4.811957
32,22,-3.1821895
77,30,-2.00216
14,2,-124.973366
132,86,-12.006964
140,71,-7.947857
98,18,4.626572
32,55,-3.1821868
113,83,-1.3505526
53,43,-3.1821847
6,24,-3.1821828
69,17,-4.519902
128,19,-2.879473
85,57,-3.182185
93,70,-3.1821845
40,82,-3.0124724
141,27,-4.4711328
48,67,-3.1821845
49,4,-3.3118794
106,50,-0.42816415
106,78,-2.4012785
110,19,-2.8794727
149,12,-3.5667877
149,40,-6.641172
65,44,-3.4851048
128,57,-3.1821892
157,56,-3.182185
165,69,-3.1821847
128,90,0.05807119
86,37,-6.0924463
23,9,-56.206444
157,89,-3.086322
102,11,-4.4758587
149,78,-2.4012806
161,30,-2.00216
41,62,5.0220127
122,90,0.058077313
26,74,-58.243824
23,42,-4.6809793
57,36,-4.231129
81,56,-3.1821892
78,24,-3.1821868
73,76,-3.182185
137,26,-3.1821895
94,64,-1.685974
106,18,4.6265726
102,77,0.16348062
36,86,-12.006962
37,23,-3.9590504
2,70,-3.1821847
57,74,-58.24382
58,11,-4.475857
61,43,-3.1821911
119,26,-3.1821918
53,63,-1.7138782
74,51,-1.8036166
153,88,-15.562331
11,28,-3.827871
7,87,-3.1821895
11,56,-3.1821828
37,61,-11.964685
138,6,-3.2746506
19,41,-3.2402933
114,50,-0.42816415
111,18,4.6265726
69,75,-3.1821868
66,43,-3.1821887
162,24,-3.1821887
82,83,-1.3505546
12,3,-5.59538
146,33,-18.906675
91,5,-3.9930806
27,68,-3.3326108
38,17,-4.5199003
115,25,-3.1821914
46,2,-124.97337
46,30,-2.00216
49,62,5.022011
107,45,-4.811957
146,66,-2.0752187
66,81,-3.1821887
62,70,-3.182185
78,44,-3.4851067
126,20,-3.1821868
7,55,-3.1821868
95,63,-1.7138801
99,32,-25.207205
163,4,-3.311877
20,63,-1.7138824
46,68,-3.3326128
147,13,-5.241819
28,48,-34.59207
62,42,-4.680983
120,25,-3.1821895
123,85,-1.9399134
126,10,-78.55549
78,82,-3.0124686
75,50,-0.4281664
79,19,-2.8794708
150,43,-3.1821847
34,16,-6.047923
30,75,-3.1821868
134,52,-29.678368
15,87,-3.1821895
142,65,-6.927646
4,16,-6.0479174
100,12,-3.5667877
29,4,-3.311877
58,69,-3.182185
150,81,-3.1821847
159,3,-5.595378
87,51,-1.8036143
151,23,-3.9590526
13,2,-124.9734
147,32,-25.207195
108,39,-3.1821854
8,82,-3.0124724
39,16,-6.047927
116,24,-3.1821892
16,67,-3.182185
112,13,-5.241819
71,49,-8.561956
67,10,-78.55548
63,69,-3.1821868
67,38,-53.41089
130,51,-1.8036166
87,89,-3.0863202
127,19,-2.879469
130,79,-3.874304
159,50,-0.4281664
96,11,-4.4758587
43,23,-3.9590526
25,3,-5.595378
51,36,-4.231129
116,71,-7.947855
46,88,-15.562331
43,56,-3.1821887
124,84,-3.1821895
67,76,-3.1821847
38,75,-3.1821866
139,20,-3.1821887
96,58,-1.5599989
160,30,-2.002162
104,43,-3.1821828
125,31,-4.7733016
1,4,-3.3118749
4,64,-1.6859695
25,74,-58.24382
59,68,-3.3326128
117,51,-1.803612
121,20,-3.1821887
155,49,-8.561956
152,17,-4.5198984
76,17,-4.519902
72,76,-3.1821887
139,58,-1.5599989
136,26,-3.1821895
21,2,-124.973366
17,61,-11.964684
31,42,-4.680981
147,71,-7.9478555
39,55,-3.1821887
140,0,-3.5880532
1,70,-3.1821826
113,12,-3.5667858
68,37,-6.0924478
92,57,-3.1821887
13,88,-15.562326
44,22,-3.1821892
47,82,-3.0124686
105,65,-6.9276447
144,58,-1.5600007
148,27,-4.471131
113,50,-0.42816448
117,19,-2.8794668
68,75,-3.1821911
72,44,-3.4851086
161,24,-3.1821868
156,76,-3.1821868
148,65,-6.9276443
164,89,-3.0863242
30,9,-56.206448
26,68,-3.3326092
121,77,0.16348062
22,29,-2.0838318
18,88,-15.562335
48,62,5.022009
5,63,-1.7138844
77,11,-4.4758606
125,51,-1.8036189
122,19,-2.8794687
80,76,-3.1821887
77,44,-3.485109
157,51,-1.8036166
144,26,-3.1821918
101,64,-1.6859759
98,32,-25.207195
140,85,-1.9399154
36,10,-78.55549
56,89,-3.086322
6,10,-78.55549
6,38,-53.41089
49,18,4.626572
57,3,-5.595378
60,63,-1.7138822
152,75,-3.1821828
77,82,-3.0124726
153,12,-3.5667896
33,16,-6.047925
18,28,-3.8278732
14,87,-3.1821854
18,56,-3.1821887
48,81,-3.1821845
106,64,-1.6859733
110,5,-3.9930806
149,26,-3.1821895
36,81,-3.1821873
65,30,-2.0021582
73,43,-3.182185
132,45,-4.811959
86,23,-3.9590526
86,51,-1.8036166
89,83,-1.3505545
129,13,-5.241817
149,64,-1.685974
110,71,-7.9478555
150,1,-2.3385477
161,44,-3.4851067
45,17,-4.519902
26,88,-15.562328
66,10,-78.55549
129,51,-1.8036128
158,50,-0.42815998
10,86,-12.006966
161,82,-3.0124686
102,63,-1.7138822
162,19,-2.8794727
98,52,-29.678364
27,35,-14.501805
24,3,-5.595378
57,88,-15.562331
119,12,-3.566788
74,37,-6.0924463
85,82,-3.0124686
82,50,-0.42816672
37,47,-3.881468
37,75,-3.1821866
41,16,-6.047923
98,90,0.058075204
137,83,-1.3505526
138,20,-3.1821868
141,52,-29.678364
54,24,-3.1821868
3,64,-1.685974
154,49,-8.561958
150,10,-78.5555
150,38,-53.410892
90,82,-3.0124664
20,2,-124.97339
115,11,-4.4758606
111,70,-3.1821866
12,22,-3.1821918
15,82,-3.0124705
46,16,-6.047925
107,59,-1.8580544
70,36,-4.231129
67,4,-3.311877
115,44,-3.4851086
70,69,-3.1821887
150,76,-3.1821847
134,19,-2.8794668
91,57,-3.1821868
166,50,-0.42816448
0,21,-3.1821847
20,49,-8.561958
46,54,-46.746178
46,82,-3.0124686
50,23,-3.9590507
147,27,-4.471127
28,62,5.0220127
42,43,-3.1821826
39,11,-4.4758606
123,71,-7.9478536
79,5,-3.9930806
8,21,-3.1821868
42,15,-6.45761
99,89,-3.086324
142,51,-1.8036166
103,58,-1.559999
58,55,-3.182185
55,23,-3.9590507
58,83,-1.3505526
116,66,-2.0752232
124,51,-1.8036166
154,69,-3.1821868
79,76,-3.1821887
16,48,-34.592068
151,37,-6.0924463
143,26,-3.1821914
100,64,-1.685974
38,42,-4.680981
35,10,-78.55549
116,38,-53.410892
135,46,-5.0371103
16,81,-3.182185
111,90,0.058077313
0,90,0.058077313
67,24,-3.1821847
130,65,-6.9276443
88,12,-3.5667877
151,75,-3.1821887
155,44,-3.4851067
95,88,-15.562328
91,77,0.16348062
17,28,-3.8278732
51,22,-3.1821914
109,5,-3.9930806
112,65,-6.9276423
47,11,-4.4758606
67,62,5.022008
67,90,0.058075406
75,75,-3.1821887
160,11,-4.4758587
31,9,-56.206448
131,45,-4.8119583
88,83,-1.3505545
25,55,-3.1821887
160,44,-3.4851067
104,57,-3.1821828
163,76,-3.1821847
47,49,-8.561958
44,17,-4.5199003
147,85,-1.9399115
25,60,-1.4212627
25,88,-15.562331
121,6,-3.2746525
29,29,-2.0838318
76,31,-4.773299
84,16,-6.047925
139,72,2.2938058
147,57,-3.1821868
105,4,-3.311877
9,16,-6.047923
39,41,-3.240297
39,69,-3.1821887
5,25,-3.1821918
97,52,-29.678368
26,35,-14.501803
60,29,-2.083836
121,72,2.2938097
140,14,-15.187481
100,84,-3.1821876
52,49,-8.56196
56,18,4.626572
5,58,-1.5600007
77,6,-3.2746527
156,43,-3.1821868
32,31,-4.773301
13,74,-58.243824
10,42,-4.680981
40,16,-6.047923
140,52,-29.678366
21,87,-3.1821895
117,5,-3.9930747
32,36,-4.231129
113,64,-1.685974
48,10,-78.55549
6,5,-3.993075
68,89,-3.0863261
72,30,-2.0021582
128,0,-3.5880513
85,38,-53.41089
96,83,-1.3505545
93,51,-1.803612
148,79,-3.8743021
114,11,-4.475857
48,48,-34.592068
48,76,-3.1821845
52,17,-4.519902
106,59,-1.8580538
110,0,-3.588053
149,21,-3.1821868
148,84,-3.1821876
65,25,-3.1821876
128,66,-2.0752232
9,73,-2.8227277
165,50,-0.42816415
109,63,-1.7138803
128,71,-7.947857
105,24,-3.1821847
101,83,-1.3505545
149,59,-1.8580544
122,71,-7.9478536
60,49,-8.561958
57,17,-4.519902
81,37,-6.0924478
78,5,-3.9930787
152,89,-3.0863202
36,62,5.0220113
137,7,-0.7467702
81,70,-3.1821892
18,42,-4.680983
105,90,0.058075406
102,58,-1.5599989
145,20,-3.1821887
40,36,-4.2311273
37,4,-3.311877
2,51,-1.8036143
57,55,-3.1821868
57,83,-1.3505545
61,24,-3.1821911
153,36,-4.231129
153,69,-3.1821868
18,80,-2.5611305
15,48,-34.59207
11,9,-56.206444
11,37,-6.092445
37,42,-4.680981
137,78,-2.4012806
19,22,-3.1821873
114,31,-4.7732973
110,90,0.058073297
114,59,-1.8580519
69,56,-3.1821868
66,24,-3.1821887
69,84,-3.1821895
133,6,-3.2746525
90,44,-3.4851043
129,65,-6.9276443
162,5,-3.9930806
6,61,-11.964678
45,69,-3.1821868
133,39,-3.1821914
90,77,0.1634851
27,49,-8.561956
111,65,-6.9276447
45,74,-58.24382
46,11,-4.4758587
49,43,-3.1821868
27,82,-3.0124686
70,31,-4.773299
7,36,-4.2311273
141,66,-2.0752208
99,13,-5.241817
162,76,-3.1821887
106,89,-3.086322
28,29,-2.083836
62,23,-3.9590507
120,6,-3.2746506
123,66,-2.0752208
78,63,-1.7138803
75,31,-4.773299
79,0,-3.588053
150,24,-3.1821847
142,13,-5.241819
86,76,-3.1821887
138,72,2.2938097
33,88,-15.562331
15,68,-3.3326128
42,10,-78.55549
142,46,-5.0371103
99,84,-3.1821892
4,25,-3.1821835
115,58,-1.5600008
58,50,-0.42816257
55,18,4.626572
150,62,5.02201
150,90,0.058075406
129,85,-1.9399096
87,32,-25.207209
16,43,-3.182185
95,17,-4.5199003
108,20,-3.1821828
116,5,-3.9930806
116,33,-18.906677
119,65,-6.9276476
50,42,-4.680983
71,30,-2.0021582
67,19,-2.8794706
130,32,-25.207203
75,4,-3.3118794
11,67,-3.1821828
8,35,-14.501805
127,0,-3.588051
130,60,-1.4212608
95,83,-1.3505524
159,31,-4.773301
30,29,-2.083836
24,75,-3.1821868
51,17,-4.519902
124,65,-6.9276443
67,57,-3.1821847
83,31,-4.7733016
8,73,-2.8227296
38,56,-3.1821866
139,1,-2.3385499
96,39,-3.1821876
25,50,-0.4281664
104,24,-3.1821828
104,52,-29.678364
146,77,0.16348319
107,84,-3.1821895
125,12,-3.566788
4,45,-4.811953
59,49,-8.561958
59,77,0.16348253
121,1,-2.3385499
63,18,4.626572
155,30,-2.002162
80,37,-6.0924463
151,89,-3.086324
76,26,-3.1821895
39,3,-5.595378
139,39,-3.1821914
155,63,-1.7138822
20,74,-58.24382
17,42,-4.680983
21,11,-4.4758587
147,52,-29.678364
104,90,0.058077313
35,62,5.0220127
39,36,-4.231129
75,89,-3.086324
135,0,-3.588049
92,38,-53.410896
13,69,-3.1821826
47,63,-1.7138803
148,8,-2.8735867
29,43,-3.1821828
117,0,-3.5880468
48,5,-3.9930766
68,56,-3.1821911
72,25,-3.1821914
132,6,-3.2746506
161,5,-3.9930787
164,37,-6.0924478
105,18,4.6265726
127,86,-12.006968
9,2,-124.973366
97,38,-53.410892
164,70,-3.1821892
29,81,-3.1821828
26,49,-8.5619545
121,58,-1.5600008
48,43,-3.1821845
5,44,-3.485109
125,60,-1.4212633
80,57,-3.1821887
77,25,-3.1821918
9,68,-3.3326128
144,7,-0.7467723
101,45,-4.811959
140,66,-2.0752232
35,82,-3.0124705
109,58,-1.5600008
56,70,-3.182183
5,82,-3.0124726
6,19,-2.8794649
126,7,-0.7467683
60,44,-3.4851086
152,56,-3.1821828
152,84,-3.1821854
18,9,-56.206448
14,68,-3.332611
18,37,-6.0924463
149,7,-0.7467683
117,90,0.05807942
65,11,-4.4758587
76,56,-3.1821868
73,24,-3.182185
128,52,-29.67837
153,31,-4.773299
31,81,-3.1821866
132,26,-3.1821895
89,64,-1.685974
86,32,-25.207188
128,85,-1.9399154
18,75,-3.1821887
49,9,-56.206448
97,77,0.16348253
132,54,-46.746174
149,73,-2.8227277
44,89,-3.086324
26,69,-3.1821847
53,11,-4.475857
69,51,-1.8036166
129,32,-25.20718
161,63,-1.7138803
10,67,-3.1821866
11,4,-3.311877
102,44,-3.4851067
106,13,-5.241817
162,0,-3.588051
6,56,-3.1821828
27,16,-6.047923
57,69,-3.1821868
157,24,-3.182185
82,31,-4.7733016
11,23,-3.9590466
40,88,-15.562331
37,56,-3.1821866
138,1,-2.338548
141,33,-18.906681
19,36,-4.231126
41,30,-2.00216
3,45,-4.811957
69,70,-3.1821868
154,30,-2.00216
150,19,-2.8794687
90,63,-1.7138782
94,32,-25.207203
19,74,-58.243824
114,83,-1.3505505
111,51,-1.8036143
115,20,-3.1821887
15,63,-1.7138822
45,88,-15.562331
49,57,-3.1821868
70,17,-4.519902
70,50,-0.4281664
74,19,-2.8794708
134,0,-3.588049
91,38,-53.41089
166,31,-4.773299
107,12,-3.5667896
0,2,-124.97338
50,4,-3.3118794
46,63,-1.7138803
28,43,-3.1821887
123,52,-29.678371
78,77,0.16348253
8,2,-124.97337
11,62,5.022011
99,70,-3.1821866
103,39,-3.1821873
142,32,-25.207188
28,81,-3.1821887
58,36,-4.2311273
55,4,-3.3118794
58,64,-1.685974
66,49,-8.561958
124,32,-25.207203
158,89,-3.086318
79,57,-3.1821887
16,29,-2.0838323
151,18,4.62657
95,31,-4.773299
143,7,-0.7467702
24,42,-4.680983
38,23,-3.9590504
34,82,-3.0124705
119,51,-1.8036189
20,3,-5.59538
16,62,5.0220127
116,19,-2.879471
74,76,-3.1821868
130,46,-5.037112
87,84,-3.1821873
151,56,-3.1821887
155,25,-3.1821895
95,69,-3.1821847
96,6,-3.2746506
99,38,-53.410892
17,9,-56.206448
51,3,-5.595378
54,63,-1.7138822
112,46,-5.0371103
67,71,-7.9478555
130,84,-3.1821895
75,56,-3.1821887
30,81,-3.1821868
131,26,-3.1821918
160,25,-3.1821876
12,61,-11.964685
163,85,-1.9399133
104,38,-53.410885
163,57,-3.1821847
125,26,-3.18219
29,10,-78.55549
25,69,-3.1821887
126,45,-4.811957
76,12,-3.5667896
83,88,-15.562333
84,25,-3.1821895
20,88,-15.562333
139,53,-3.1821887
31,37,-6.092445
104,76,-3.1821828
105,13,-5.241817
108,45,-4.811955
8,88,-15.562331
39,22,-3.1821914
42,82,-3.0124645
5,6,-3.2746527
39,50,-0.4281664
60,10,-78.55549
97,33,-18.90668
55,90,0.058073297
156,24,-3.1821868
13,55,-3.1821826
39,88,-15.562335
140,33,-18.906681
21,68,-3.3326128
55,62,5.0220127
113,45,-4.811957
116,77,0.16347998
117,14,-15.187473
5,77,0.16347808
68,70,-3.1821911
72,11,-4.4758625
127,72,2.2938097
152,51,-1.8036143
96,64,-1.685974
93,32,-25.207201
30,4,-3.3118794
135,85,-1.9399114
48,29,-2.0838313
48,57,-3.1821845
51,89,-3.086324
109,72,2.2938097
149,2,-124.97339
125,46,-5.037112
128,47,-3.8814714
9,54,-46.746174
9,82,-3.0124686
165,31,-4.7732973
109,44,-3.4851086
9,87,-3.1821895
105,33,-18.906681
68,10,-78.55549
64,69,-3.182185
125,84,-3.18219
122,52,-29.678368
60,58,-1.5599989
81,18,4.6265697
152,70,-3.1821828
89,31,-4.773299
36,43,-3.1821873
18,23,-3.9590526
44,56,-3.1821866
148,33,-18.906675
102,39,-3.1821895
145,1,-2.3385499
105,71,-7.9478555
36,76,-3.1821873
2,32,-25.207209
61,5,-3.9930825
57,64,-1.6859759
153,17,-4.519902
153,50,-0.42816448
18,61,-11.964684
157,19,-2.879469
97,63,-1.7138803
11,18,4.6265745
118,51,-1.8036166
19,3,-5.5953755
52,88,-15.562331
114,40,-6.6411695
69,37,-6.0924463
66,5,-3.9930806
69,65,-6.9276443
132,78,-2.4012806
77,50,-0.42816672
14,22,-3.1821854
90,53,-3.1821847
129,46,-5.0371084
133,15,-6.457616
98,38,-53.41089
161,77,0.16348253
32,75,-3.1821868
90,58,-1.5599971
27,30,-2.00216
49,24,-3.1821868
45,83,-1.3505526
70,12,-3.5667877
85,77,0.16348253
7,17,-4.519902
41,11,-4.4758587
98,85,-1.9399115
141,47,-3.8814697
162,57,-3.1821887
149,32,-25.207203
106,70,-3.1821866
107,7,-0.7467702
110,39,-3.1821914
28,10,-78.55549
62,4,-3.3118794
65,64,-1.6859721
123,47,-3.8814697
157,76,-3.182185
78,72,2.2938097
141,85,-1.9399134
86,57,-3.1821887
23,29,-2.0838318
19,88,-15.562328
158,18,4.626577
150,7,-0.7467681
41,82,-3.0124686
142,27,-4.471131
118,71,-7.9478574
115,39,-3.1821914
58,31,-4.773299
74,5,-3.9930787
150,71,-7.9478555
137,46,-5.037112
94,84,-3.1821895
16,24,-3.182185
50,18,4.626572
95,26,-3.1821873
58,3,-5.595374
115,77,0.16347872
116,14,-15.187471
119,46,-5.037112
53,83,-1.3505505
71,11,-4.4758587
74,71,-7.9478555
130,13,-5.241819
130,41,-3.2402952
11,48,-34.592068
8,16,-6.047925
37,81,-3.1821866
138,26,-3.1821895
95,64,-1.6859733
30,10,-78.55549
24,56,-3.1821868
50,89,-3.086322
124,46,-5.0371103
83,12,-3.5667899
8,54,-46.74617
146,53,-3.1821847
104,0,-3.588049
38,37,-6.092445
20,17,-4.519904
46,22,-3.1821895
107,65,-6.9276443
104,33,-18.906673
146,86,-12.006962
59,30,-2.00216
59,58,-1.5600008
62,90,0.058073297
126,40,-6.641172
83,78,-2.4012828
151,70,-3.1821887
155,11,-4.4758587
20,55,-3.1821892
17,23,-3.9590526
20,83,-1.3505546
147,33,-18.906677
39,17,-4.519902
120,45,-4.811957
79,11,-4.4758606
75,70,-3.1821887
34,36,-4.2311273
31,4,-3.311877
92,19,-2.8794727
88,78,-2.4012787
131,40,-6.6411743
134,72,2.2938128
100,32,-25.207188
47,44,-3.4851086
147,80,-2.5611267
29,24,-3.1821828
55,57,-3.1821868
116,72,2.2938066
151,10,-78.55549
72,6,-3.2746525
164,18,4.6265697
164,46,-5.037114
13,22,-3.1821852
127,67,-3.1821868
9,11,-4.4758587
29,62,5.022008
29,90,0.058075406
108,64,-1.6859695
48,24,-3.1821845
63,89,-3.086322
125,41,-3.2402968
88,18,4.626572
84,77,0.16348062
127,39,-3.1821895
159,70,-3.1821868
9,49,-8.561958
40,11,-4.4758587
43,43,-3.1821887
88,51,-1.8036166
140,47,-3.8814714
143,79,-3.874304
109,39,-3.1821914
43,76,-3.1821887
6,0,-3.5880451
68,5,-3.9930825
64,64,-1.6859759
125,79,-3.874306
152,37,-6.092445
152,65,-6.927643
96,78,-2.4012787
160,50,-0.4281664
17,81,-3.1821887
18,18,4.62657
117,71,-7.9478517
76,37,-6.0924463
73,5,-3.9930787
76,65,-6.9276443
139,78,-2.4012806
97,25,-3.1821895
93,84,-3.182187
136,46,-5.0371103
31,62,5.02201
31,90,0.058075406
132,35,-14.501805
10,10,-78.5555
97,58,-1.5599989
1,90,0.058077514
52,83,-1.3505545
69,32,-25.207188
85,6,-3.2746506
161,72,2.2938097
10,48,-34.592068
10,76,-3.1821866
14,17,-4.5198965
102,25,-3.1821895
105,85,-1.9399114
40,31,-4.773299
113,70,-3.182185
148,47,-3.8814697
27,25,-3.1821895
61,19,-2.879473
69,4,-3.3118794
157,5,-3.9930787
82,12,-3.5667899
85,72,2.2938097
145,53,-3.1821887
40,69,-3.1821868
37,37,-6.092445
141,14,-15.187478
22,49,-8.5619545
19,17,-4.5199003
149,27,-4.471129
3,26,-3.1821895
154,11,-4.4758587
157,71,-7.9478555
94,13,-5.241819
19,55,-3.1821847
23,24,-3.1821828
115,1,-2.3385499
49,38,-53.41089
57,23,-3.9590507
70,26,-3.1821914
118,66,-2.0752227
78,11,-4.4758587
74,0,-3.588051
33,36,-4.231129
133,72,2.2938058
162,71,-7.9478574
15,16,-6.047925
166,12,-3.5667877
106,84,-3.1821892
137,41,-3.2402952
49,76,-3.1821868
28,24,-3.1821887
57,89,-3.086322
123,33,-18.906675
78,58,-1.5599989
90,12,-3.5667858
86,71,-7.9478555
142,8,-2.8735867
107,31,-4.773299
7,74,-58.243824
11,43,-3.1821828
45,37,-6.0924463
103,20,-3.1821847
145,73,-2.8227296
62,56,-3.182185
58,45,-4.811957
66,30,-2.00216
129,71,-7.9478517
87,18,4.6265745
158,70,-3.1821826
162,11,-4.4758606
95,12,-3.5667858
142,79,-3.874304
27,55,-3.1821868
24,23,-3.9590507
38,4,-3.311877
116,0,-3.5880532
20,12,-3.5667899
74,57,-3.1821868
130,27,-4.471131
74,90,0.058075204
155,6,-3.2746506
95,50,-0.42816225
95,78,-2.4012766
99,19,-2.8794725
33,56,-3.1821868
30,24,-3.1821868
138,40,-6.641172
20,50,-0.42816672
50,75,-3.1821868
54,44,-3.4851067
150,30,-2.00216
75,37,-6.0924463
79,6,-3.2746525
8,68,-3.3326128
138,78,-2.4012806
30,62,5.022009
131,7,-0.7467723
163,66,-2.0752206
12,42,-4.680985
146,72,2.2938128
104,19,-2.8794668
107,79,-3.874304
125,7,-0.7467723
59,44,-3.4851086
126,26,-3.1821895
83,64,-1.6859785
38,89,-3.086322
0,41,-3.2402952
84,6,-3.2746525
20,69,-3.1821892
87,38,-53.41089
147,19,-2.879469
108,26,-3.1821854
147,47,-3.8814697
104,85,-1.9399095
42,63,-1.7138759
39,31,-4.773301
4,78,-2.4012766
63,51,-1.8036166
60,19,-2.8794727
67,25,-3.1821873
130,66,-2.0752208
156,5,-3.9930787
159,65,-6.9276443
100,18,4.626572
21,49,-8.561958
25,18,4.62657
55,43,-3.1821868
113,26,-3.1821876
116,58,-1.5600007
116,86,-12.006966
124,71,-7.9478555
71,83,-1.3505524
68,51,-1.8036189
135,33,-18.906677
80,5,-3.9930806
132,1,-2.3385518
152,32,-25.207201
35,30,-2.00216
96,45,-4.811957
93,13,-5.241815
29,76,-3.1821828
139,7,-0.7467702
135,66,-2.0752225
117,33,-18.906677
51,70,-3.1821887
48,38,-53.41089
1,19,-2.8794649
72,58,-1.5600027
88,32,-25.207203
152,4,-3.311877
9,35,-14.5018015
9,63,-1.7138803
165,12,-3.5667858
17,48,-34.59207
109,25,-3.1821914
112,85,-1.9399134
43,62,5.0220127
13,37,-6.0924435
64,50,-0.42816448
68,19,-2.879473
125,65,-6.9276457
126,2,-124.97339
60,39,-3.1821895
89,12,-3.5667877
160,64,-1.6859759
18,4,-3.3118794
44,37,-6.092445
144,73,-2.8227317
105,52,-29.678364
148,14,-15.18747
121,26,-3.1821914
60,77,0.16347872
76,51,-1.8036166
153,26,-3.1821895
161,11,-4.4758587
31,76,-3.1821866
89,59,-1.8580544
157,0,-3.5880492
18,70,-3.1821887
97,44,-3.4851067
97,72,2.2938097
118,32,-25.207195
118,60,-1.4212627
122,1,-2.3385458
52,69,-3.1821887
56,38,-53.41089
114,21,-3.1821847
76,89,-3.086324
73,57,-3.182185
69,46,-5.037112
32,23,-3.9590507
132,59,-1.8580544
77,31,-4.7733016
132,87,-3.1821895
10,62,5.0220137
140,72,2.2938027
98,19,-2.879469
32,56,-3.1821868
27,11,-4.4758587
53,44,-3.4851043
6,25,-3.1821854
128,20,-3.1821892
85,58,-1.5599989
152,90,0.058077313
6,89,-3.0863163
40,83,-1.3505545
141,28,-3.8278732
48,68,-3.3326094
149,13,-5.241819
106,51,-1.8036143
106,79,-3.874304
110,20,-3.1821887
149,41,-3.2402952
61,76,-3.1821911
65,45,-4.811955
123,28,-3.8278751
157,57,-3.182185
129,0,-3.5880492
86,38,-53.410892
23,10,-78.55548
161,31,-4.773301
19,69,-3.1821847
142,3,-5.595378
107,26,-3.1821895
157,90,0.058073297
149,79,-3.874304
41,63,-1.7138803
123,0,-3.588051
26,75,-3.1821847
23,43,-3.1821828
81,57,-3.1821892
78,25,-3.1821895
73,77,0.16347872
137,27,-4.471129
94,65,-6.9276443
162,6,-3.2746525
102,78,-2.4012787
36,87,-3.18219
49,90,0.058073297
2,71,-7.9478536
57,75,-3.1821868
58,12,-3.5667858
119,27,-4.471137
115,86,-12.006968
53,64,-1.6859714
50,32,-25.20718
74,52,-29.678368
166,64,-1.6859759
130,22,-3.1821895
11,29,-2.0838318
7,88,-15.562331
37,62,5.0220137
11,57,-3.1821828
95,45,-4.811957
138,7,-0.7467702
111,19,-2.8794687
50,70,-3.1821868
69,76,-3.1821868
66,44,-3.4851086
124,27,-4.471129
162,25,-3.1821914
82,84,-3.1821918
12,4,-3.3118815
8,63,-1.7138822
91,6,-3.2746525
146,34,-42.035458
38,18,4.6265726
111,85,-1.9399114
46,3,-5.595378
46,31,-4.773301
107,46,-5.037112
104,14,-15.187473
146,67,-3.1821847
66,82,-3.0124724
62,71,-7.9478555
59,39,-3.1821914
126,21,-3.1821868
83,59,-1.8580588
154,83,-1.3505545
99,33,-18.90668
163,5,-3.9930787
38,84,-3.1821892
20,36,-4.231129
20,64,-1.6859766
28,49,-8.56196
120,26,-3.1821895
78,83,-1.3505526
75,51,-1.8036166
79,20,-3.1821887
34,17,-4.519902
30,76,-3.1821868
131,21,-3.1821892
134,53,-3.1821847
163,52,-29.678368
100,13,-5.241817
29,5,-3.9930768
58,70,-3.182185
55,38,-53.410892
116,53,-3.1821892
150,82,-3.0124702
71,78,-2.4012785
87,52,-29.678368
135,28,-3.827873
151,24,-3.1821887
13,3,-5.5953736
164,27,-4.4711313
108,40,-6.6411676
8,83,-1.3505545
116,25,-3.1821918
16,68,-3.3326108
29,71,-7.9478536
71,50,-0.42816415
67,11,-4.4758587
63,70,-3.1821868
130,52,-29.678368
87,90,0.058075406
84,58,-1.5599989
88,27,-4.471131
127,20,-3.1821868
159,51,-1.8036166
